cw_ts_bert_preprocessed.csvFeatures,mean_fi
hospital,0.34562309775211186
non,0.3454010139636177
win seat,0.34511411076341786
resolve,0.34415895332462254
cancellation,0.34408885855128235
finance,0.3439927557779575
era,0.34392216042130647
people,0.34390168104782154
involvement,0.34362753814448393
generate,0.34329874307962116
situation remain,0.3423379539715644
rocket attack,0.34201953008303787
miner,0.3418325304394229
eastern,0.3413050518274064
ready,0.340652155672482
insurgent kill,0.3404062722194898
teacher,0.3402803897447587
assess,0.3392428544444922
finally,0.33841294852471776
although,0.3383497059220866
integration,0.33822278043650805
deadly attack,0.33778789143834687
commissioner,0.3376358601336278
facilitate,0.33747928791802184
time since,0.3374675059159418
foreign policy,0.33628366234397516
raid,0.33612137154394217
interior,0.3353732121536256
defence group,0.33473120554684743
west,0.3343699934002919
tripartite,0.33433899801484956
north,0.33393447448473024
peace deal,0.3328362089558658
commence,0.3325952963994628
ignore,0.33244372735744976
proceeding,0.3319164183291131
despite,0.3302686153451885
notably,0.3302209434204502
arm force,0.329452199481314
already,0.32921148257698013
funding,0.32887737505274406
tactic,0.3285672683006656
internationally,0.32784746187823527
current,0.3277673073786078
resignation,0.32735415844551546
leader kill,0.32733638832856926
day,0.3273221301785848
zone,0.3272450933897727
raise,0.32697507191794095
lodge,0.32644838194418246
incumbent,0.32586350470155756
protest govt,0.3247945929102501
deadly,0.324679504938027
nation,0.32407249294506013
religious,0.32373577707558143
say would,0.3232819521256853
suspect jihadist,0.3231025161876747
guard,0.32260240594246764
campaign,0.3225684618775385
say govt,0.32205075954938656
interim president,0.3217577404385813
national police,0.32166486368681346
preach,0.32163958594536235
new,0.32125783731911634
bomber,0.3207172254985287
need,0.3206126251592306
support,0.32039668116751285
trigger,0.3198180274236958
homicide,0.3197026546053483
govt official,0.31898348122360504
peace agreement,0.31838219559316094
election plan,0.3181556192178348
international observer,0.3178398891007602
group leader,0.31762533419894595
unacceptable,0.3174248884055667
armed force,0.3167322602056631
security,0.315408135187074
border security,0.3153846336329565
reinforce,0.31483143454779045
initially,0.31330546055204855
govt deny,0.3132521629998647
control,0.313068678198208
overthrow,0.3114757225113204
attack village,0.3113839562347439
opposition supporter,0.3107864482966206
judiciary,0.30960002845292145
exclusion,0.309495981547075
invitation,0.3094640752176605
suicide attack,0.3088117438962395
intelligence chief,0.30848266958327797
harm,0.3076619594588476
long,0.30743821191499643
standoff,0.30736577721652025
rebel leader,0.3072283046986232
reaction,0.3070929729531223
inspector,0.30703506998053565
criminal,0.30645941928137116
attribute,0.3058157574450785
requirement,0.30577866617585914
divide,0.30542212991437345
talk govt,0.3044811474327386
throughout month,0.3038801318756722
cabinet reshuffle,0.3038679206911087
say military,0.30359171772492044
journalist,0.30322943546383996
run,0.3018837604150269
organised,0.3015069071161331
spokesperson,0.30144196446028204
say security,0.30052303487702287
pro govt,0.299881946318045
military intelligence,0.2997935130845186
aid worker,0.29947367110708056
confrontation,0.2993743389442567
rocket fire,0.29897173503286156
attacked,0.29877647687679126
sweep,0.2981996258915867
target,0.29771510397150325
suggest,0.297464944202444
idp,0.2966475414632742
sign,0.2961285112366753
sideline,0.2959078835698989
repel,0.2958831368782045
national reconciliation,0.2942633624302457
soldier dead,0.2938756059339073
arrest former,0.293868041730675
call,0.29321072674076676
independence,0.2928461384333841
advisory,0.29246212473583666
specify,0.2924354749076426
peace talk,0.29199514581946256
walk,0.291398603860152
opposition mp,0.29113494854116817
serious,0.28963594159307254
main opposition,0.2895910930123885
insult,0.2895331317423216
pledge,0.2894144998263868
political dialogue,0.2891341624532202
remains,0.28856348405791843
involve,0.28851610484230444
rebel group,0.28698370041709753
accept,0.28687829879859333
bound,0.2864845265673472
military,0.2857974533768418
unanimously,0.28579299320035817
issue,0.28539536365016105
continue north,0.2849701645283163
defence force,0.28464291205526393
referendum,0.2844082580007743
winner,0.28359825582754156
propose,0.28352969731743766
girl,0.28349361588005256
want,0.28338032769145916
say election,0.283375505860059
attack police,0.28326343306109436
oil company,0.28200965676183193
election president,0.2813204373415331
provide,0.28051116524816483
military operation,0.27944476209563557
demobilise,0.27916584305967035
positive,0.278643379043881
cooperation,0.2783950787203878
coup plot,0.27827123746286336
unofficial,0.2775502526386785
tension rise,0.2772699705574855
killing,0.2761527752368439
register,0.2760158261355018
opposition coalition,0.2740714766432498
intelligence service,0.2740447389309006
protect,0.27324248596000594
manage,0.2721759147021152
report,0.27166937260288626
hold,0.2710690607164274
across border,0.2708948780504941
national security,0.27081225484178956
gunman attack,0.27042252541033884
include kill,0.27025116470793564
islamist group,0.2695853214179744
district,0.26934038006066846
obligation,0.26912842541219667
convention,0.26911465467861245
transitional govt,0.26894087584569926
former head,0.26863830920192605
except,0.26857639660700994
state security,0.2679359848374364
announce new,0.2674581269496266
reduction,0.26682330343696087
enact,0.26598275563230256
leave least,0.2652597872817702
soldier reportedly,0.2650680215438489
confidence building,0.26408335542681327
southern,0.2634560892564154
appoint new,0.2631117945479729
close,0.2617799055336459
statement,0.26142080447247806
stall,0.26108925830263396
service,0.26068321979778003
safe,0.26051095285992554
finance minister,0.2603702826128239
attack near,0.26024050302897334
suspected,0.2600556900999492
corruption,0.2595682597856208
piracy,0.2588570377939459
particular,0.2577334296443561
military force,0.257588072856196
operation continue,0.25755847210224464
establish,0.25711357699708126
protection unit,0.257002795919837
work,0.2558463159819032
continue attack,0.25581472728898835
set fire,0.25515510791115875
neither,0.2548088170383155
air strike,0.2545793100666299
basic,0.2545557119693174
ngos,0.2544881138453478
public prosecutor,0.2514840704316931
chief minister,0.2512673059830132
include least,0.2495221726478559
outside,0.24865161658107438
endorse,0.24851586070779183
count,0.24848484019821354
cross border,0.24837717431100476
amnesty international,0.2474579056178071
find,0.2467820402194874
anti govt,0.24612321599090353
affect,0.24592650539910088
car bomb,0.24540156131151775
agree,0.24472092104791626
truce,0.2446386451014914
travel,0.2439862135710023
repatriation,0.24363120886597672
imposed,0.24238498277597126
suicide bomber,0.24210915425981588
issue include,0.2414882623085627
infrastructure,0.24128426046126164
govt report,0.23887705095812478
govern,0.23866773180815515
leave country,0.23784179305340275
departure,0.23728431935434918
term limit,0.23619781982164073
office,0.23495132055588086
relief,0.2347222839550193
responsibility attack,0.2344974093411269
evacuate,0.23413036745949264
wing,0.2339095913315048
inspection,0.23383539110863888
democratic party,0.23209878292679792
opposition figure,0.231601831313926
foreign ministry,0.23054787187523296
law,0.2301133361607758
chairman,0.22995831495336655
say kill,0.22961888802784394
vote,0.22886691962601677
fatality,0.22883944214610596
snap,0.22875871075978965
bomb explode,0.2279555372700311
fresh,0.2276044355915093
issue arrest,0.2275233960355148
mid,0.22690986832040752
worker,0.2263964368351413
vehicle,0.22565282488653762
amid continued,0.22549213198357063
include soldier,0.22408920043140057
inter,0.22385978554320146
secretary general,0.22125740056169602
center,0.22033812002068984
mainly,0.21912555904904757
rape,0.2190140037592152
businessman,0.21858287066942514
people include,0.21522495389445795
outbreak,0.21502118120353314
trade,0.2144581657209021
riot,0.21364994523993136
optimism,0.21340749753655291
islamist militant,0.2133323283093592
people democratic,0.21123386352221835
presidential candidate,0.21106457360019312
militant group,0.21086161628951872
right group,0.21054232801906428
reportedly,0.2099942674675372
first,0.20964623447321867
faction,0.20813663597722978
reach,0.20705324215439438
mount,0.20699379471402293
border kill,0.2069628957436495
conclude,0.20678513755011224
opposition leader,0.20658439230757453
resumption,0.20586356366205671
group continue,0.20492594025142483
cooperate,0.2047741116195446
side,0.20367451436342582
immunity,0.20354103013412778
vice,0.2034117707632023
far north,0.20321190078235835
site,0.20253049992760458
checkpoint,0.20231926648917403
continue despite,0.20146615935611295
election result,0.19976626687582172
forest,0.19904255233271723
signature,0.19843492465114254
govt would,0.1982462243316902
celebration,0.19721651524353287
pressure,0.1956899007864697
similar,0.1954989352045508
internet,0.19465646250600782
suspect member,0.19275694667913906
defence,0.1923149473056105
rebel continue,0.19128500979174246
threaten,0.19118274155112594
previous,0.19110728422875528
national assembly,0.18981514351970094
woman,0.18969315141984025
least killed,0.1883344433223404
evasion,0.1876629141924334
transition,0.18695929818181423
exchange fire,0.18189538997438123
constitutional,0.18158129238292536
area kill,0.1810309640390355
court rule,0.1791603574120064
balance,0.17790434156160623
opposition candidate,0.17594575429538512
former pm,0.17519285414243824
coalition,0.17428969807174782
arm embargo,0.17401440738084423
group,0.17375284218036488
army chief,0.17350978994622993
post,0.17055758805093335
nominate,0.17005540436468752
delegate,0.16995513096293854
date,0.16871539690972576
corruption charge,0.16866257969526857
amidst,0.16854397624871933
dialogue,0.16804559525760882
talk president,0.1678234931044442
allegation,0.16677871423494534
create new,0.16666847312181948
violent protest,0.1665407788587102
train,0.16417777802807643
social,0.1639118560440053
illegal,0.1631289499323282
challenge,0.16223018277323384
human right,0.16175780939834175
medium report,0.16034101678443277
line,0.16033657934658682
junta,0.15935239024691747
arrest include,0.15908522713266876
fully,0.15892816894663087
govt arm,0.15522503688313297
arm men,0.155199722266616
arrangement,0.15471958592599064
security officer,0.15420430470986152
ranger,0.1541458018396295
decline,0.15318712667024462
boost,0.15217879469879114
defense,0.15117604815596125
rubber,0.1506376156707282
appointment,0.1501597400534615
preparation,0.14962284241349005
spate,0.1489574747864697
design,0.14636235255465355
fail,0.14496241209834182
reason,0.14333849414506208
residence,0.14266569455386166
actor,0.14256859084144297
reduce,0.14171567556249998
reach agreement,0.14139401165010743
rule coalition,0.14023220193013136
president,0.1400383612366119
early election,0.1389283437773714
security concern,0.13800770553599123
new cabinet,0.137464136308943
investigation,0.1353130311212159
request,0.13274388386529962
amend,0.13219792457340257
alternative,0.13084630684419377
wave,0.13038419435451692
outline,0.13015134208511683
rapprochement,0.12917560641247677
soldier report,0.12838970274189038
separate attack,0.12823021556421516
interior minister,0.1259248833062385
suspect militant,0.1254343879086577
motion,0.12296991138409621
element,0.12231019697065475
renounce,0.12229440786228518
auspex,0.12210726372719669
encounter,0.12162063599174062
low,0.12125232396371824
commit,0.12089177732538284
amnesty,0.12060437743939705
relate,0.12053889291165014
refugee camp,0.12015141028314658
abuse,0.11856062539309091
wake,0.11775448925158152
party leader,0.11672899865814741
multinational,0.11562124117265674
labour,0.11470801628366142
without,0.11377279467904675
opposition party,0.11202996157798276
concern,0.11182717816370509
motivated,0.11134314334325705
however,0.11123596301836555
call new,0.1110932772920176
autonomous region,0.11058609850503812
troop withdrawal,0.11036198528370264
guerrilla,0.11032817738974968
street,0.10889143283372768
army base,0.10814770642031357
police kill,0.10806556490080572
breakthrough,0.1079442852336235
arrest warrant,0.10601873591194648
field,0.10532940471438597
would,0.1046356570049666
freeze,0.10373353307299796
accuse,0.10343462926373963
destabilise,0.10278349547401033
chief,0.1022500495437509
military camp,0.10151435289803898
launch new,0.10029098987745795
supreme court,0.10018314812027636
right watch,0.09960598328171318
people liberation,0.09939684799613613
veteran,0.09685357390591684
obstacle,0.09639463558496361
branch,0.09603013080167197
mission,0.09506365545863292
take,0.0946684130788956
govt continue,0.09444286036574394
express concern,0.09360523753809583
wife,0.0927602255482914
surprise,0.09239266431094817
reserve,0.09176237205804445
continue clash,0.0915379961870804
demarcation,0.09103794564883447
suspend,0.0891994170817673
republic,0.08829420965323702
declaration,0.08640602467311154
lifting,0.08626733872964112
transparent,0.08595743235796519
apparently,0.08523396715668355
call govt,0.0848934924983223
military official,0.08472331605832584
infiltration,0.08290579054797567
secure,0.08211808075038898
servant,0.08207980438440451
set,0.08182754876378241
local official,0.08048541546857421
solution,0.08034440977947596
foreign,0.07980489179767199
peace plan,0.07910749092838706
way,0.07892041438846518
confront,0.07688937192494767
special,0.07686457745257111
assailant,0.07631521955469311
ranking,0.07586133683551984
month saw,0.07580511250102795
state emergency,0.07528508568114536
false,0.07490075680290482
meeting,0.07484386951061808
celebrate,0.07464584247376913
sheikh,0.07463092101080597
confirm,0.07408288934721034
region kill,0.0725116789096251
anglophone,0.07182445177913661
align,0.07140901890946419
shoot,0.06904543650289512
union,0.0690275501125458
port,0.0681672370047645
protester kill,0.06783930251946876
amid ongoing,0.06739865184389073
murder,0.06621757551798049
shooting,0.0661480753993536
country include,0.06510210304573871
deploy,0.06132174935342203
designate,0.06109687751081586
de facto,0.05884690172952632
backed,0.05817207285494458
draft constitution,0.05768769197939697
jihadist,0.05707311866667686
steal,0.056114943586084445
attorney general,0.05562631299054725
military police,0.055060057303513356
instability,0.05442360511107658
apparent,0.05388282370113072
solidarity,0.052089995022061505
participation,0.052082934223699605
hold talk,0.051465510232198454
administration,0.05046768852738086
self defence,0.05013284099295613
take place,0.049969406884084126
cattle,0.0483297255763704
tell,0.047988545844445354
attack civilian,0.0477234577096542
aim,0.0476618995526001
roll,0.04742043313732257
official say,0.04658471642631462
casualty,0.04637061575269897
arm,0.04612396484937667
personnel,0.04600607035287691
voter,0.04586712193590799
bridge,0.04559804543938994
seriously,0.04488691000224352
also kill,0.04461434430859261
word,0.04454030828472628
election schedule,0.04428440435959003
information,0.044208189961070087
show,0.04347523904118963
fragile,0.042490288858422584
pm,0.04155520492478719
victim,0.040347170640850395
inaugurate,0.039131407781229546
civilian security,0.03890662508876641
abide,0.03882621168120369
grow,0.037866040506298895
alongside,0.03759447007377374
state medium,0.03722491263023672
crossing,0.03720184713456235
appeal,0.0370298207173795
relative,0.03492117742440825
intensified,0.0347785790792907
crime commit,0.03334522189082729
enrichment,0.03170820568644424
cessation hostility,0.031306175472859195
least civilian,0.029889589356536055
elect,0.029857032474950827
gulf,0.029830286267385004
soldier civilian,0.02916218869627934
electoral law,0.029089269272169684
concession,0.02766960532930034
throughout country,0.025262399860129965
extension,0.024622075889551648
police officer,0.02380535194862388
swap,0.023251168272628665
concrete,0.021965837783089477
connection,0.021927769773994778
creation,0.021836179357342545
lawyer,0.02081265067327407
protocol,0.018848685446142294
decrease,0.01810745366977646
military officer,0.016993001863947997
negotiation govt,0.0164005158960042
choose,0.014499117510849502
release bail,0.014318678848864707
connect,0.012075578603709752
investigative,0.011837276964250232
sharia,0.010778808271416463
deteriorate,0.0106065124638278
martial,0.010387331479768442
minister meet,0.0102506437760277
small,0.009891488463248388
reject call,0.009265959425976406
join,0.008862506617379657
nationwide,0.008733438920011868
rural area,0.008521492792475206
latter,0.007657213301309212
sign agreement,0.00739608920982405
draw,0.005868379291810622
flood,0.005692683430654438
boat,0.0052526912560581064
opposition claim,0.0049394992673207514
accompany,0.00449485420625057
make,0.0043710742753327704
negotiation,0.003756354659768135
use force,0.0021844673697965057
rally,0.0017176749676932556
indefinite,0.0014752972698735434
announce arrest,-0.0015820690197924426
retain,-0.0017889279497452948
sentence prison,-0.0019862058380568535
launch,-0.0021162337230497762
held,-0.002295590852325227
middle,-0.0034753560123804983
unless,-0.0035176051073797674
grenade attack,-0.004037107593836381
voter registration,-0.00469246293420372
fellow,-0.005055363535684532
round,-0.006540136894343876
new govt,-0.010719370241648114
denied,-0.011834395815728694
effort,-0.012343451030984665
comply,-0.01267416920925829
witness,-0.01356025881040689
participate,-0.014835473611518624
gun,-0.014888940799747901
lack,-0.015361611700514416
mobilise,-0.016542958363903338
extend mandate,-0.017196499978206017
region north,-0.018733527798994714
dept,-0.02015687438457215
file,-0.02156309796550997
continue throughout,-0.021668270779968014
northwest,-0.022630332505208246
find dead,-0.023119033355196984
joint,-0.023371587433498243
say country,-0.027322410129752717
kill suicide,-0.028158976913801946
contest,-0.028251337932068143
uphold,-0.028254478239989222
resist,-0.02846155705992256
alleged involvement,-0.029497530616085954
minister,-0.03101779665720029
anti corruption,-0.031225590389165926
unlikely,-0.033671818588591945
peacekeeping,-0.03407719024527458
detained,-0.03430057843490869
doctor,-0.034359019729302234
reflect,-0.034747606075941184
indefinitely,-0.03527225890055745
negotiator,-0.036699747632888115
flare,-0.036734450242282994
ex president,-0.03691515611847897
govt release,-0.037472231687442736
international criminal,-0.03805111748396295
ensue,-0.03840247689996991
attack military,-0.03850425233430145
party win,-0.04249894889525778
resolve dispute,-0.04438566219427755
sentence,-0.045032965457013165
terrorism,-0.04629513077913344
constitutional referendum,-0.046930035669799086
people party,-0.04693547642791766
situation,-0.04760239207088288
cache,-0.04795797977702199
release prisoner,-0.04906409733772824
political violence,-0.049220359989440535
military base,-0.04982943448632056
intention,-0.05045719051942832
raise concern,-0.050673290542589275
pull,-0.05074089656290517
normalisation,-0.05143944141295692
massive,-0.05225285427972498
organisation,-0.05251911069406605
controversial,-0.05417794243233014
report govt,-0.05523873329220373
action,-0.05591191111854512
signal,-0.056039597341016614
delegation,-0.0565332942195611
municipal,-0.05682780620553494
conflict zone,-0.05724354627454603
crowd,-0.0604039232817857
amid report,-0.06170915919393068
urge,-0.06183022922896646
exchange,-0.061853485804513574
defy,-0.0642214217747551
opposition member,-0.0652859849075147
timetable,-0.06539338366258383
point,-0.06619552969675561
protester clash,-0.06645781099307126
lay,-0.06769028278183228
relationship,-0.06787247709760183
settler,-0.06851934077260424
prisoner,-0.07075412765071121
fatal,-0.07131873349925145
website,-0.07162125396752728
minister say,-0.0724537124268916
suspect involvement,-0.0725780501461653
observer,-0.07270688161931223
cabinet,-0.07428213051990071
hour,-0.0754058508274392
end,-0.07543705197826493
ministerial,-0.07548083190383366
senior official,-0.07669116547607072
erupt,-0.07741146856884315
deputy,-0.07836595164075108
exacerbate,-0.07944674729504445
announced,-0.08015913133625246
regional bloc,-0.08078820860010452
interference,-0.08150943845591863
mediate,-0.08360688620300409
integrate,-0.08441834114862637
member,-0.08573687623315915
others,-0.0858331589492908
peacekeeping force,-0.08730939392157715
fire,-0.08818420438746805
strain,-0.08855947313973012
cross,-0.08914542079771196
suspicion,-0.09086345592340986
financial,-0.09115921853776385
form new,-0.09123817062669094
cancel,-0.09128122859126188
attacker,-0.0916666039843749
adviser,-0.09210626117888357
recently,-0.09221377365827313
security force,-0.09381369378036578
hardliner,-0.09382732870894159
terror attack,-0.09437324118295239
time,-0.095257506355191
along,-0.09573426018683165
throw,-0.09745289933670098
large scale,-0.09760301944630709
main,-0.0992217432561145
islamist,-0.09938531784751906
enough,-0.10011796162210591
plot,-0.10075820640782636
constitutional change,-0.10084177469838944
fell,-0.1016109756669179
across country,-0.10206960955703084
govt,-0.10365741844355345
block,-0.10378198989363088
strong,-0.10416288618985899
loot,-0.10513922599500813
presidential election,-0.10522356012415804
opening,-0.10532998102599651
warning,-0.1062692282368414
response,-0.1070598229224449
previously,-0.1099280354031312
emergency,-0.11190940726169285
demonstrate,-0.11320191163598274
warrant,-0.1133708375635136
guilty,-0.11405643643353817
remain,-0.11522129208653872
reform,-0.11549417759096062
prompt,-0.11553602507198013
prefecture,-0.11632175020727993
electoral,-0.11637387063596402
following,-0.116484546565125
sack,-0.11769205276082662
truth reconciliation,-0.11997230720588706
defence minister,-0.12102298947013605
park,-0.12145506347643278
gunman kill,-0.12341416166889148
political crisis,-0.12558896560930194
deployment,-0.12572312390582582
discuss,-0.1285070723942429
historic,-0.1296257473822405
fear,-0.13038151362657138
proposal,-0.13058441870636917
prevent,-0.13085998512462552
party,-0.1310234830608331
sporadic,-0.131982938275167
refer,-0.13290387928155395
longer,-0.13311892431133063
right activist,-0.13344488246526653
barrack,-0.13427200853904325
reportedly leave,-0.1351466043959256
fly,-0.13595586274586752
unidentified gunman,-0.13830951572777456
vice president,-0.13866153348100058
protester,-0.14008479013387648
war crime,-0.14198156166112566
incident,-0.1420654183827373
blame,-0.14347801604107774
joint military,-0.14527754293206818
gunman,-0.14593211757788443
watch,-0.14605593301815295
impose,-0.14670431603717551
former president,-0.14689030738307857
kill clash,-0.1470503466938215
perpetrator,-0.14760721558320017
flow,-0.14827804135676442
mayoral,-0.14840899768993804
voice,-0.14893685474225818
ground,-0.14959841227028603
reconciliation,-0.1508784272624079
low house,-0.15365469125035774
hold election,-0.15446596624776426
elect president,-0.1547504590512443
meet,-0.1548444505888906
condition,-0.15527378390002258
jail,-0.15570982148199647
kill soldier,-0.1560445986134066
northern,-0.1562575305385256
govt opposition,-0.15682622177286404
bid,-0.15699989244413443
would hold,-0.15706425408031888
soldier wound,-0.15780260927986386
spark protest,-0.158281529376409
job,-0.15991825869960327
extradition,-0.1607250771940641
bomber kill,-0.16135043660055778
affirm,-0.16166368883897517
demand release,-0.1632498885695477
imam,-0.16518985224072263
bomb attack,-0.1655090568850615
occupy,-0.16566714658761422
change,-0.16620314070683606
govt claim,-0.16725599338187255
govt announce,-0.16770864111391567
country,-0.16813956321545237
local election,-0.1685290296765135
parliament pass,-0.17013204237520316
force clash,-0.17044332802675122
priest,-0.17094588203248123
announce would,-0.17116466989176898
arrest member,-0.1712097671954606
justice minister,-0.17305838227295192
newly,-0.17548178321772273
parliament speaker,-0.175732328465983
channel,-0.17917466350095107
grant,-0.1797858791664964
say arrest,-0.18095048043320472
collect,-0.18140183495518314
attack army,-0.1818598095175154
accord,-0.18271193632577437
nuclear program,-0.18290226672675106
election violence,-0.18324433079440425
civil servant,-0.18350741491062678
deny involvement,-0.1839470251501903
hope,-0.1840544600230219
gun battle,-0.18616160029739143
recent,-0.18843390175818966
defence ministry,-0.1885848911534312
humanitarian situation,-0.18883512557919305
opposition activist,-0.18903039685469664
attorney,-0.1900494792171037
suspected militant,-0.19007671547861205
opponent,-0.19033557830345954
election due,-0.19055219773804916
gunfight,-0.19112770730459763
nationalist,-0.19192981893502573
amendment,-0.1923011397745002
continue govt,-0.1926421462722907
high level,-0.1927619142560027
poll,-0.19293830465066447
delivery,-0.19429933573554586
power,-0.19450705819600175
direct,-0.1948410740522466
isolation,-0.19547471481427586
political party,-0.19626596661509937
closure,-0.19657744339108615
part,-0.1972806097885607
repression,-0.19786674939272636
pass law,-0.1991700695420358
good,-0.19973213302316092
security council,-0.20015169087394247
cleric,-0.20031383040522227
activist,-0.20044190652631153
general,-0.2009482017866247
parliamentary,-0.20123291155118803
severely,-0.20226711987030993
complete,-0.20238807110731322
suicide bombing,-0.20322131951880631
least injured,-0.20399070382189427
mend,-0.20426192162759715
ceasefire agreement,-0.2046192141065193
operate,-0.20469839969680265
people kill,-0.20489725731405647
police report,-0.20514841381000642
describe,-0.20528724411079854
electoral process,-0.20665564890217106
car bombing,-0.20713073583622016
vow,-0.2078372657319041
criticism,-0.2079151025766499
carry,-0.2080144668438341
convict,-0.2087804349232202
denounce,-0.2089671204278801
still,-0.2091003188185613
co operation,-0.2099612595522918
joint operation,-0.2101072499545687
militant include,-0.21089731391317157
reiterate,-0.21138059090209188
take part,-0.2116667834477012
colonel,-0.2127280056318936
decision,-0.21340774564290518
accused,-0.2141730206096582
militant attack,-0.21486708688615952
deport,-0.21533892376229677
row,-0.2154692871584943
bay,-0.2156513239755174
former,-0.21603860885688073
fact find,-0.2162544802919039
away,-0.2178860340216957
put,-0.21952670975790758
option,-0.2195594795485262
compete,-0.22047248048445806
monitoring,-0.22245926851113249
heighten,-0.2226565673130811
salary,-0.2229616652931167
former chief,-0.2230221851868858
send,-0.22312054657021146
shot dead,-0.223594961458786
rare,-0.2238442602261938
capital,-0.22404152764360014
shoot dead,-0.22410351624428598
operational,-0.22451404185085794
mandate,-0.22474007731564538
soldier,-0.2251260245581122
individual,-0.22587836564178215
call release,-0.22645041750146694
trafficking,-0.2267220824909013
well,-0.2277197064915662
police station,-0.22780850316626874
south west,-0.22853862611026324
flight,-0.23234223668667378
ceasefire violation,-0.2329682415000514
president announce,-0.23300811693080853
diplomatic,-0.2330656615276522
shutdown,-0.23530210166989077
relate violence,-0.23576635645767263
custom,-0.23724427851770197
visited,-0.23765026397044692
enemy,-0.23781552545283247
partnership,-0.2379463908630873
force reportedly,-0.23858505462945656
announce plan,-0.24009807235325192
fact,-0.24060535360132343
speaking,-0.2410970002625487
criticise govt,-0.2411473264397201
clash police,-0.24190195791024163
call president,-0.24270407105052189
house arrest,-0.24325204512066537
police force,-0.24343892722945962
retaliate,-0.24563989013164345
constitutional court,-0.2458318416640098
farmer,-0.24768451527655005
investigate,-0.2482505065987099
election,-0.24922657277639798
serve,-0.25028540415001743
sector,-0.2504037332327473
crack,-0.25122322357777743
security service,-0.2518365263871741
originally,-0.2521240360811291
device,-0.25241077513839344
shift,-0.25372240033017085
include police,-0.25372827412274523
lose,-0.25427701038770956
insurgent attack,-0.2548206715227172
decide,-0.2551001757934296
parliamentary speaker,-0.2552424402190413
access,-0.2556163410527037
approve,-0.2557751180075764
conditional,-0.2561680009490354
assist,-0.25619824278604447
near border,-0.25715281332746087
numerous,-0.2574041629429825
political,-0.25866566401435237
defamation,-0.2587744020782635
illegally,-0.25897905349213185
place,-0.26114686806272236
public,-0.2614447125760088
die,-0.26211765588884706
roadside bomb,-0.2621244663066085
great,-0.2632167183698554
peacekeeper kill,-0.2637592259817496
civil war,-0.2641568982055034
election would,-0.2641574255480537
parliament vote,-0.26474912999285943
police chief,-0.2650489204044163
genocide,-0.26538498128594024
assassination attempt,-0.2663357318509084
question,-0.26640422999683944
leave dead,-0.26680430136087435
supreme,-0.26687613636894103
imprison,-0.26772438657789455
tighten,-0.2687273931144531
open fire,-0.2688076198962172
men,-0.26919448370784027
civil society,-0.2695164675965182
dead police,-0.2697635070045408
think,-0.2706993510296364
uncertainty,-0.27125216566007976
late,-0.27153696965918145
amid,-0.2717062547289605
failure,-0.2718893537520539
follow day,-0.271943023896593
refuge,-0.27248401795715604
code,-0.27359012863786797
chief justice,-0.2743253765816414
driver,-0.274476215656243
bill,-0.27477491249083286
affiliated,-0.275218300977523
chance,-0.2754594245462975
deal,-0.2768322799772573
separate incident,-0.2768487608771271
new constitution,-0.2775099118622049
tour,-0.2775242700470829
sustain,-0.2777945252712575
harassment,-0.2781683304382681
presidential,-0.2799855742438886
try,-0.2799940898953571
border attack,-0.280102336127507
task force,-0.28013565455295325
deadline,-0.28042818576480544
dialogue govt,-0.2804918772365264
lead,-0.28085464121353326
army officer,-0.280948490922578
delayed,-0.281026594595792
rule,-0.281197585076831
contact,-0.28144694520195407
kill include,-0.2814564024764554
pave way,-0.2824180869743181
human,-0.2826117600622923
along border,-0.2836260902144985
risk,-0.2844267071370438
business,-0.2847655152682455
prosecutor general,-0.28531543365215484
president meet,-0.2881414148655952
special representative,-0.28921898393286005
occur,-0.28959034114623344
upon,-0.29064619914352463
indicate,-0.2917891120627353
league,-0.29239797894656105
legislative election,-0.29253913437273754
legislature,-0.2934548746731618
undermine,-0.29357836099129037
criminal court,-0.29432796894747515
review,-0.294573946733321
seat,-0.2956856818719499
speed,-0.29675631835850086
attempted,-0.29734538791155185
police,-0.29771078676653134
peace security,-0.298578806856839
president president,-0.29950086591712727
electricity,-0.3004450064788202
sovereignty,-0.3011799433662015
national unity,-0.30123929835587926
opposition politician,-0.30176424668068136
palace,-0.30425503528720754
red,-0.30474165679425885
lower,-0.3053163700295192
measure,-0.30549369468922727
proxy,-0.30697140921836125
policy,-0.3080766479926117
boundary,-0.30845088505108126
language,-0.3086170277360324
tense,-0.308977321484703
leader,-0.3093082161261313
annul,-0.3094328058154855
minimum,-0.309525658099515
interfere,-0.30956508486864925
various,-0.31153706256770125
release report,-0.311786903223666
organise,-0.31280716774469614
freedom,-0.31345907579781657
govt protester,-0.3138564218799266
water,-0.3148828524252974
criminalise,-0.31537938857748804
govt troop,-0.3165489046839474
intensity,-0.31729301999703907
interior ministry,-0.317850612892462
military presence,-0.3187290133513733
special operation,-0.31875683002514626
candidacy,-0.31914806723066486
govt say,-0.31965388658915794
issue statement,-0.320701572693637
health,-0.322793627409056
continuation,-0.32423002475625373
move,-0.324273376499669
several,-0.3242903084861256
compare,-0.324386908405213
play,-0.32440068899575625
draft,-0.32492760510521956
constructive,-0.32598296387848535
meet president,-0.32664615153148324
irregularity,-0.3277017727132585
army say,-0.32781432865759336
mixed,-0.3283350305470106
opposition,-0.3284452971459015
comprehensive,-0.3285914013891988
front line,-0.3295408094825611
